Simulation before VR HMD,Simulation after VR HMD,Real World before VR HMD,Real World after VR HMD
0.0,7.58,0.0,15.16
0.0,7.58,0.0,15.16
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,7.58,0.0,15.16
0.0,7.58,0.0,7.58
0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.58
0.0,7.58,0.0,0.0
0.0,0.0,0.0,7.58
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,15.16,0.0,22.740000000000002
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,22.740000000000002
7.58,7.58,0.0,15.16
0.0,0.0,0.0,0.0
