Simulation before VR HMD,Simulation after VR HMD,Real World before VR HMD,Real World after VR HMD
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,13.92
0.0,0.0,0.0,0.0
0.0,41.76,0.0,55.68
0.0,0.0,0.0,13.92
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,27.84
0.0,0.0,0.0,0.0
0.0,0.0,0.0,13.92
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,13.92,0.0,27.84
0.0,41.76,0.0,13.92
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
