,Time,data,data_numeric
745,1732617626.8488338,Head Camera,2
746,1732617627.037188,Head Camera,2
747,1732617627.2362998,Head Camera,2
748,1732617627.3198605,Head Camera,2
749,1732617627.5041416,Head Camera,2
750,1732617627.7145412,Head Camera,2
751,1732617627.795203,Head Camera,2
752,1732617627.9651375,Head Camera,2
753,1732617628.0485563,Head Camera,2
754,1732617628.164245,Head Camera,2
755,1732617628.363986,Head Camera,2
756,1732617628.56191,Head Camera,2
757,1732617628.6952443,Head Camera,2
758,1732617628.8735793,Head Camera,2
759,1732617628.9519038,Head Camera,2
760,1732617629.2281651,Head Camera,2
761,1732617629.3176754,Head Camera,2
762,1732617629.4911826,Head Camera,2
763,1732617629.6877756,Head Camera,2
764,1732617629.7876668,Head Camera,2
765,1732617629.9686415,Head Camera,2
766,1732617630.064716,Head Camera,2
767,1732617630.2837682,Head Camera,2
768,1732617630.375581,Head Camera,2
769,1732617630.5490568,Head Camera,2
770,1732617630.7397752,Head Camera,2
771,1732617630.8468666,Head Camera,2
772,1732617631.0139065,Head Camera,2
773,1732617631.2130263,Head Camera,2
774,1732617631.412188,Head Camera,2
775,1732617631.642619,Head Camera,2
776,1732617631.7273238,Head Camera,2
777,1732617631.9420528,Head Camera,2
778,1732617632.1417325,Head Camera,2
779,1732617632.226545,Head Camera,2
780,1732617632.4769084,Head Camera,2
781,1732617632.5683866,Head Camera,2
782,1732617632.7018502,Head Camera,2
783,1732617632.757547,Head Camera,2
784,1732617633.0050025,Head Camera,2
785,1732617633.2695513,Head Camera,2
786,1732617633.384083,Head Camera,2
787,1732617633.534804,Head Camera,2
788,1732617633.6544387,Head Camera,2
789,1732617633.7054129,Head Camera,2
790,1732617633.9889235,Head Camera,2
791,1732617634.0868173,Head Camera,2
792,1732617634.16545,Head Camera,2
793,1732617634.395174,Head Camera,2
794,1732617634.5066848,Head Camera,2
795,1732617634.6851494,Head Camera,2
796,1732617634.7893238,Head Camera,2
797,1732617634.995352,Head Camera,2
798,1732617635.1091623,Head Camera,2
799,1732617635.2595997,Head Camera,2
800,1732617635.509253,Head Camera,2
801,1732617635.6262865,Head Camera,2
802,1732617635.7943044,Head Camera,2
803,1732617635.892109,Head Camera,2
804,1732617635.9913838,Head Camera,2
805,1732617636.206379,Head Camera,2
806,1732617636.2916238,Head Camera,2
807,1732617636.5220835,Head Camera,2
808,1732617636.7195446,Head Camera,2
809,1732617636.805293,Head Camera,2
810,1732617637.0236368,Head Camera,2
811,1732617637.1231055,Head Camera,2
812,1732617637.3846855,Head Camera,2
813,1732617637.4640703,Head Camera,2
814,1732617637.5480866,Head Camera,2
815,1732617637.8214395,Head Camera,2
816,1732617637.9234262,Head Camera,2
817,1732617638.1086318,Head Camera,2
818,1732617638.2176678,Head Camera,2
819,1732617638.4422855,Head Camera,2
820,1732617638.7164977,Head Camera,2
821,1732617638.838169,Head Camera,2
822,1732617639.0386984,Head Camera,2
823,1732617639.1313624,Head Camera,2
824,1732617639.301718,Head Camera,2
825,1732617639.5471585,Head Camera,2
826,1732617639.656211,Head Camera,2
827,1732617639.799701,Head Camera,2
828,1732617639.944827,Head Camera,2
829,1732617640.103875,Head Camera,2
830,1732617640.785107,Head Camera,2
831,1732617640.8383884,Head Camera,2
832,1732617640.9594908,Head Camera,2
833,1732617641.0495644,Head Camera,2
834,1732617641.085508,Head Camera,2
835,1732617641.5221274,Head Camera,2
836,1732617641.636639,Head Camera,2
837,1732617641.8883784,Head Camera,2
838,1732617642.1537645,Head Camera,2
839,1732617642.244643,Head Camera,2
840,1732617642.5283277,Head Camera,2
841,1732617642.63544,Head Camera,2
842,1732617642.7005098,Head Camera,2
843,1732617642.793669,Head Camera,2
844,1732617642.8450682,Head Camera,2
845,1732617643.2486737,Head Camera,2
846,1732617643.3591652,Head Camera,2
847,1732617643.4943728,Head Camera,2
848,1732617643.5852015,Head Camera,2
849,1732617643.731212,Head Camera,2
850,1732617644.0123448,Head Camera,2
851,1732617644.1322646,Head Camera,2
852,1732617644.1988592,Head Camera,2
853,1732617644.2555618,Head Camera,2
854,1732617644.540418,Head Camera,2
855,1732617644.7789054,Head Camera,2
856,1732617644.8809865,Head Camera,2
857,1732617645.0711246,Head Camera,2
858,1732617645.269953,Head Camera,2
859,1732617645.4684424,Head Camera,2
860,1732617645.7223248,Head Camera,2
861,1732617645.8051004,Head Camera,2
862,1732617646.065632,Head Camera,2
863,1732617646.2632189,Head Camera,2
864,1732617646.3508086,Head Camera,2
865,1732617646.5567756,Head Camera,2
866,1732617646.6477673,Head Camera,2
867,1732617646.7951558,Head Camera,2
868,1732617646.88143,Head Camera,2
869,1732617647.1257465,Head Camera,2
870,1732617647.3246346,Head Camera,2
871,1732617647.41423,Head Camera,2
872,1732617647.5902236,Head Camera,2
873,1732617647.7893798,Head Camera,2
874,1732617647.869568,Head Camera,2
875,1732617648.0743768,Head Camera,2
876,1732617648.1741014,Head Camera,2
877,1732617648.319199,Head Camera,2
878,1732617648.517366,Head Camera,2
879,1732617648.6052618,Head Camera,2
880,1732617648.8336992,Head Camera,2
881,1732617648.9352603,Head Camera,2
882,1732617649.0514698,Head Camera,2
883,1732617649.1332314,Head Camera,2
884,1732617649.203044,Head Camera,2
885,1732617649.4578722,Head Camera,2
886,1732617649.6467135,Head Camera,2
887,1732617649.843931,Head Camera,2
888,1732617649.949135,Head Camera,2
889,1732617650.1107862,Head Camera,2
890,1732617650.3582904,Head Camera,2
891,1732617650.4552305,Head Camera,2
892,1732617650.540877,Head Camera,2
893,1732617650.603208,Head Camera,2
894,1732617650.7664227,Head Camera,2
895,1732617651.007653,Head Camera,2
896,1732617651.0984318,Head Camera,2
897,1732617651.304602,Head Camera,2
898,1732617651.4438248,Head Camera,2
899,1732617651.5739384,Head Camera,2
900,1732617651.8127012,Head Camera,2
901,1732617651.9147675,Head Camera,2
902,1732617652.098349,Head Camera,2
903,1732617652.193141,Head Camera,2
904,1732617652.3636386,Head Camera,2
905,1732617652.5847878,Head Camera,2
906,1732617652.684645,Head Camera,2
907,1732617652.8379076,Head Camera,2
908,1732617652.9741626,Head Camera,2
909,1732617653.054478,Head Camera,2
910,1732617653.3687923,Head Camera,2
911,1732617653.4750934,Head Camera,2
912,1732617653.6895697,Head Camera,2
913,1732617653.8059928,Head Camera,2
914,1732617653.8516524,Head Camera,2
915,1732617654.1148117,Head Camera,2
916,1732617654.1981795,Head Camera,2
917,1732617654.4193032,Head Camera,2
918,1732617654.5236783,Head Camera,2
919,1732617654.684329,Head Camera,2
920,1732617654.8957872,Head Camera,2
921,1732617654.9915657,Head Camera,2
922,1732617655.157622,Head Camera,2
923,1732617655.2373002,Head Camera,2
924,1732617655.415612,Head Camera,2
925,1732617655.6337078,Head Camera,2
926,1732617655.880473,Head Camera,2
927,1732617655.973287,Head Camera,2
928,1732617656.0822508,Head Camera,2
929,1732617656.178649,Head Camera,2
930,1732617656.4372473,Head Camera,2
931,1732617656.5611668,Head Camera,2
932,1732617656.606949,Head Camera,2
933,1732617656.7314615,Head Camera,2
934,1732617656.9399264,Head Camera,2
935,1732617657.1955075,Head Camera,2
936,1732617657.283354,Head Camera,2
937,1732617657.376183,Head Camera,2
938,1732617657.521536,Head Camera,2
939,1732617657.7428553,Head Camera,2
940,1732617657.978465,Head Camera,2
941,1732617658.070129,Head Camera,2
942,1732617658.15383,Head Camera,2
943,1732617658.4636078,Head Camera,2
944,1732617658.5517516,Head Camera,2
945,1732617658.8135216,Head Camera,2
946,1732617658.8952143,Head Camera,2
947,1732617659.193863,Head Camera,2
948,1732617659.2941887,Head Camera,2
949,1732617659.5647483,Head Camera,2
950,1732617659.8035717,Head Camera,2
951,1732617659.9938333,Head Camera,2
952,1732617660.089994,Head Camera,2
953,1732617660.3198252,Head Camera,2
954,1732617660.5207963,Head Camera,2
955,1732617660.8249297,Head Camera,2
956,1732617660.9145508,Head Camera,2
957,1732617661.1197748,Head Camera,2
958,1732617661.24284,Head Camera,2
959,1732617661.3064156,Head Camera,2
960,1732617661.6361172,Head Camera,2
961,1732617661.7760787,Head Camera,2
962,1732617661.8330743,Head Camera,2
963,1732617661.939211,Head Camera,2
964,1732617662.0212164,Head Camera,2
965,1732617662.4314418,Head Camera,2
966,1732617662.5550606,Head Camera,2
967,1732617662.6658723,Head Camera,2
968,1732617662.7699578,Head Camera,2
969,1732617662.8376842,Head Camera,2
970,1732617663.1955671,Head Camera,2
971,1732617663.2873626,Head Camera,2
972,1732617663.504003,Head Camera,2
973,1732617663.6060946,Head Camera,2
974,1732617663.6872163,Head Camera,2
975,1732617663.983493,Head Camera,2
976,1732617664.096167,Head Camera,2
977,1732617664.3645525,Head Camera,2
978,1732617664.4812472,Head Camera,2
979,1732617664.697558,Head Camera,2
980,1732617664.9063747,Head Camera,2
981,1732617665.0950036,Head Camera,2
982,1732617665.2941065,Head Camera,2
983,1732617665.49588,Head Camera,2
984,1732617665.5935214,Head Camera,2
985,1732617665.8058836,Head Camera,2
986,1732617665.899895,Head Camera,2
987,1732617665.97094,Head Camera,2
988,1732617666.155315,Head Camera,2
989,1732617666.258557,Head Camera,2
990,1732617666.4908562,Head Camera,2
991,1732617666.621626,Head Camera,2
992,1732617666.8195183,Head Camera,2
993,1732617666.991321,Head Camera,2
994,1732617667.1498363,Head Camera,2
995,1732617667.4015057,Head Camera,2
996,1732617667.490487,Head Camera,2
997,1732617667.5556908,Head Camera,2
998,1732617667.6343205,Head Camera,2
999,1732617667.8089185,Head Camera,2
1000,1732617668.1163538,Head Camera,2
1001,1732617668.210374,Head Camera,2
1002,1732617668.297778,Head Camera,2
1003,1732617668.4762404,Head Camera,2
1004,1732617668.6757245,Head Camera,2
1005,1732617668.921612,Head Camera,2
1006,1732617669.009089,Head Camera,2
1007,1732617669.2059238,Head Camera,2
1008,1732617669.4042578,Head Camera,2
1009,1732617669.613746,Head Camera,2
1010,1732617669.884829,Head Camera,2
1011,1732617670.001956,Head Camera,2
1012,1732617670.0739946,Head Camera,2
1013,1732617670.301851,Head Camera,2
1014,1732617670.3742568,Head Camera,2
1015,1732617670.6796005,Head Camera,2
1016,1732617670.780161,Head Camera,2
1017,1732617670.9309423,Head Camera,2
1018,1732617671.1288495,Head Camera,2
1019,1732617671.3277547,Head Camera,2
1020,1732617671.547485,Head Camera,2
1021,1732617671.652192,Head Camera,2
1022,1732617671.753599,Head Camera,2
1023,1732617671.8660116,Head Camera,2
1024,1732617672.059036,Head Camera,2
1025,1732617672.3427007,Head Camera,2
1026,1732617672.4019802,Head Camera,2
1027,1732617672.5014043,Head Camera,2
1028,1732617672.589851,Head Camera,2
1029,1732617672.7743652,Head Camera,2
1030,1732617673.1187096,Head Camera,2
1031,1732617673.2066803,Head Camera,2
1032,1732617673.294433,Head Camera,2
1033,1732617673.433587,Head Camera,2
1034,1732617673.71551,Head Camera,2
1035,1732617673.9933455,Head Camera,2
1036,1732617674.1154292,Head Camera,2
1037,1732617674.257274,Head Camera,2
1038,1732617674.3779042,Head Camera,2
1039,1732617674.426149,Head Camera,2
1040,1732617674.81784,Head Camera,2
1041,1732617674.906608,Head Camera,2
1042,1732617675.0051882,Head Camera,2
1043,1732617675.1795688,Head Camera,2
1044,1732617675.3716626,Head Camera,2
1045,1732617675.6728418,Head Camera,2
1046,1732617675.7513776,Head Camera,2
1047,1732617675.9046595,Head Camera,2
1048,1732617676.034783,Head Camera,2
1049,1732617676.2349155,Head Camera,2
1050,1732617676.4593332,Head Camera,2
1051,1732617676.550248,Head Camera,2
1052,1732617676.6204495,Head Camera,2
1053,1732617676.7141232,Head Camera,2
1054,1732617676.816282,Head Camera,2
1055,1732617677.1470988,Head Camera,2
1056,1732617677.2585776,Head Camera,2
1057,1732617677.4283466,Head Camera,2
1058,1732617677.627487,Head Camera,2
1059,1732617677.824217,Head Camera,2
1060,1732617678.0612,Head Camera,2
1061,1732617678.143484,Head Camera,2
1062,1732617678.2913125,Head Camera,2
1063,1732617678.488649,Head Camera,2
1064,1732617678.5973518,Head Camera,2
1065,1732617678.849792,Head Camera,2
1066,1732617678.963076,Head Camera,2
1067,1732617679.151724,Head Camera,2
1068,1732617679.3494534,Head Camera,2
1069,1732617679.4423428,Head Camera,2
1070,1732617679.688141,Head Camera,2
1071,1732617679.880679,Head Camera,2
1072,1732617679.9683042,Head Camera,2
1073,1732617680.145331,Head Camera,2
1074,1732617680.3447716,Head Camera,2
1075,1732617680.5568771,Head Camera,2
1076,1732617680.66292,Head Camera,2
1077,1732617680.7444558,Head Camera,2
1078,1732617681.0078688,Head Camera,2
1079,1732617681.2131038,Head Camera,2
1080,1732617681.4409983,Head Camera,2
1081,1732617681.519019,Head Camera,2
1082,1732617681.737349,Head Camera,2
1083,1732617681.873799,Head Camera,2
1084,1732617681.9833138,Head Camera,2
1085,1732617682.2504485,Head Camera,2
1086,1732617682.3426242,Head Camera,2
1087,1732617682.435145,Head Camera,2
1088,1732617682.560809,Head Camera,2
1089,1732617682.8013537,Head Camera,2
1090,1732617683.0881424,Head Camera,2
1091,1732617683.242981,Head Camera,2
1092,1732617683.2783997,Head Camera,2
1093,1732617683.3748426,Head Camera,2
1094,1732617683.441815,Head Camera,2
1095,1732617683.816585,Head Camera,2
1096,1732617683.9106648,Head Camera,2
1097,1732617684.0643775,Head Camera,2
1098,1732617684.16917,Head Camera,2
1099,1732617684.392157,Head Camera,2
1100,1732617684.6493409,Head Camera,2
1101,1732617684.7530982,Head Camera,2
1102,1732617684.8112316,Head Camera,2
1103,1732617684.8865178,Head Camera,2
1104,1732617684.9544673,Head Camera,2
1105,1732617685.391612,Head Camera,2
1106,1732617685.5106242,Head Camera,2
1107,1732617685.7160432,Head Camera,2
1108,1732617685.9159713,Head Camera,2
1109,1732617686.002679,Head Camera,2
1110,1732617686.287358,Head Camera,2
1111,1732617686.385275,Head Camera,2
1112,1732617686.578191,Head Camera,2
1113,1732617686.6813307,Head Camera,2
1114,1732617686.9123814,Head Camera,2
1115,1732617687.1509252,Head Camera,2
1116,1732617687.2395854,Head Camera,2
1117,1732617687.3755405,Head Camera,2
1118,1732617687.5719285,Head Camera,2
1119,1732617687.667826,Head Camera,2
1120,1732617687.9214125,Head Camera,2
1121,1732617688.0331695,Head Camera,2
1122,1732617688.1500328,Head Camera,2
1123,1732617688.41389,Head Camera,2
1124,1732617688.466141,Head Camera,2
1125,1732617688.7358594,Head Camera,2
1126,1732617688.8705113,Head Camera,2
1127,1732617689.0147216,Head Camera,2
1128,1732617689.1642978,Head Camera,2
1129,1732617689.3017228,Head Camera,2
1130,1732617689.5509183,Head Camera,2
1131,1732617689.6602645,Head Camera,2
1132,1732617689.7341237,Head Camera,2
1133,1732617689.8730607,Head Camera,2
1134,1732617689.982975,Head Camera,2
1135,1732617690.4128144,Head Camera,2
1136,1732617690.555454,Head Camera,2
1137,1732617690.6489055,Head Camera,2
1138,1732617690.744714,Head Camera,2
1139,1732617690.796643,Head Camera,2
1140,1732617691.2723565,Head Camera,2
1141,1732617691.346852,Head Camera,2
1142,1732617691.5013723,Head Camera,2
1143,1732617691.62292,Head Camera,2
1144,1732617691.7597668,Head Camera,2
1145,1732617692.020869,Head Camera,2
1146,1732617692.169145,Head Camera,2
1147,1732617692.34979,Head Camera,2
1148,1732617692.4424212,Head Camera,2
1149,1732617692.5227933,Head Camera,2
1150,1732617692.8520358,Head Camera,2
1151,1732617692.964378,Head Camera,2
1152,1732617693.0407898,Head Camera,2
1153,1732617693.13491,Head Camera,2
1154,1732617693.4088938,Head Camera,2
1155,1732617693.648423,Head Camera,2
1156,1732617693.7674658,Head Camera,2
1157,1732617693.9124265,Head Camera,2
1158,1732617694.0704489,Head Camera,2
1159,1732617694.17827,Head Camera,2
1160,1732617694.424166,Head Camera,2
1161,1732617694.5331488,Head Camera,2
1162,1732617694.7370365,Head Camera,2
1163,1732617694.821933,Head Camera,2
1164,1732617695.1330383,Head Camera,2
1165,1732617695.3590617,Head Camera,2
1166,1732617695.4497347,Head Camera,2
1167,1732617695.5561433,Head Camera,2
1168,1732617695.691681,Head Camera,2
1169,1732617695.853631,Head Camera,2
1170,1732617696.0670488,Head Camera,2
1171,1732617696.1676874,Head Camera,2
1172,1732617696.248665,Head Camera,2
1173,1732617696.414088,Head Camera,2
1174,1732617696.490713,Head Camera,2
1175,1732617696.768571,Head Camera,2
1176,1732617696.8622742,Head Camera,2
1177,1732617696.9795952,Head Camera,2
1178,1732617697.2905116,Head Camera,2
1179,1732617697.387618,Head Camera,2
1180,1732617697.6326132,Head Camera,2
1181,1732617697.735043,Head Camera,2
1182,1732617697.8561947,Head Camera,2
1183,1732617698.116175,Head Camera,2
1184,1732617698.20942,Head Camera,2
1185,1732617698.5066702,Head Camera,2
1186,1732617698.5968847,Head Camera,2
1187,1732617698.6575997,Head Camera,2
1188,1732617698.809143,Head Camera,2
1189,1732617698.97902,Head Camera,2
1190,1732617699.22929,Head Camera,2
1191,1732617699.3251214,Head Camera,2
1192,1732617699.5100412,Head Camera,2
1193,1732617699.616848,Head Camera,2
1194,1732617699.76357,Head Camera,2
1195,1732617700.0258763,Head Camera,2
1196,1732617700.1467245,Head Camera,2
1197,1732617700.3029518,Head Camera,2
1198,1732617700.502527,Head Camera,2
1199,1732617700.7060108,Head Camera,2
1200,1732617700.9282484,Head Camera,2
1201,1732617701.0204048,Head Camera,2
1202,1732617701.123211,Head Camera,2
1203,1732617701.3708658,Head Camera,2
1204,1732617701.4968956,Head Camera,2
1205,1732617701.7320375,Head Camera,2
1206,1732617701.8281016,Head Camera,2
1207,1732617702.028645,Head Camera,2
1208,1732617702.1158974,Head Camera,2
1209,1732617702.278364,Head Camera,2
1210,1732617702.47697,Head Camera,2
1211,1732617702.6169317,Head Camera,2
1212,1732617702.6672242,Head Camera,2
1213,1732617702.8916445,Head Camera,2
1214,1732617702.9975278,Head Camera,2
1215,1732617703.214451,Head Camera,2
1216,1732617703.319913,Head Camera,2
1217,1732617703.4859006,Head Camera,2
1218,1732617703.5894034,Head Camera,2
1219,1732617703.751787,Head Camera,2
1220,1732617703.978191,Head Camera,2
1221,1732617704.061595,Head Camera,2
1222,1732617704.139713,Head Camera,2
1223,1732617704.4232905,Head Camera,2
1224,1732617704.5468905,Head Camera,2
1225,1732617704.7860212,Head Camera,2
1226,1732617704.8976123,Head Camera,2
1227,1732617704.9577854,Head Camera,2
1228,1732617705.0321798,Head Camera,2
1229,1732617705.3408954,Head Camera,2
1230,1732617705.5680995,Head Camera,2
1231,1732617705.6549406,Head Camera,2
1232,1732617705.8072257,Head Camera,2
1233,1732617705.910524,Head Camera,2
1234,1732617706.001976,Head Camera,2
1235,1732617706.2781112,Head Camera,2
1236,1732617706.3803232,Head Camera,2
1237,1732617706.601899,Head Camera,2
1238,1732617706.684383,Head Camera,2
1239,1732617706.9535143,Head Camera,2
1240,1732617707.173509,Head Camera,2
1241,1732617707.2921853,Head Camera,2
1242,1732617707.332159,Head Camera,2
1243,1732617707.5958805,Head Camera,2
1244,1732617707.7015643,Head Camera,2
1245,1732617707.9324577,Head Camera,2
1246,1732617708.0158954,Head Camera,2
1247,1732617708.1163728,Head Camera,2
1248,1732617708.238477,Head Camera,2
1249,1732617708.458182,Head Camera,2
1250,1732617708.6975548,Head Camera,2
1251,1732617708.791965,Head Camera,2
1252,1732617708.8542252,Head Camera,2
1253,1732617708.9648435,Head Camera,2
1254,1732617709.031078,Head Camera,2
1255,1732617709.3850043,Head Camera,2
1256,1732617709.4785404,Head Camera,2
1257,1732617709.5519211,Head Camera,2
1258,1732617709.78462,Head Camera,2
1259,1732617709.9838424,Head Camera,2
1260,1732617710.2493312,Head Camera,2
1261,1732617710.4500144,Head Camera,2
1262,1732617710.5792878,Head Camera,2
1263,1732617710.7600913,Head Camera,2
1264,1732617710.8453429,Head Camera,2
1265,1732617711.0831995,Head Camera,2
1266,1732617711.1896703,Head Camera,2
1267,1732617711.2472384,Head Camera,2
1268,1732617711.5099578,Head Camera,2
1269,1732617711.7063882,Head Camera,2
1270,1732617711.9412172,Head Camera,2
1271,1732617712.0287385,Head Camera,2
1272,1732617712.1827874,Head Camera,2
1273,1732617712.3703983,Head Camera,2
1274,1732617712.5683415,Head Camera,2
1275,1732617712.8161669,Head Camera,2
1276,1732617712.935645,Head Camera,2
1277,1732617713.009055,Head Camera,2
1278,1732617713.2330549,Head Camera,2
1279,1732617713.355059,Head Camera,2
1280,1732617713.5786998,Head Camera,2
1281,1732617713.669711,Head Camera,2
1282,1732617713.827974,Head Camera,2
1283,1732617714.0310702,Head Camera,2
1284,1732617714.1486962,Head Camera,2
1285,1732617714.370801,Head Camera,2
1286,1732617714.5588653,Head Camera,2
1287,1732617714.6488166,Head Camera,2
1288,1732617714.9010525,Head Camera,2
1289,1732617715.089208,Head Camera,2
1290,1732617715.3663948,Head Camera,2
1291,1732617715.4818785,Head Camera,2
1292,1732617715.6197283,Head Camera,2
1293,1732617715.7344997,Head Camera,2
1294,1732617715.953053,Head Camera,2
1295,1732617716.1695888,Head Camera,2
1296,1732617716.2695868,Head Camera,2
1297,1732617716.4144015,Head Camera,2
1298,1732617716.6359396,Head Camera,2
1299,1732617716.7314758,Head Camera,2
1300,1732617716.9757743,Head Camera,2
1301,1732617717.0695176,Head Camera,2
1302,1732617717.254837,Head Camera,2
1303,1732617717.4740198,Head Camera,2
1304,1732617717.5720816,Head Camera,2
1305,1732617717.8055358,Head Camera,2
1306,1732617717.9096043,Head Camera,2
1307,1732617717.998248,Head Camera,2
1308,1732617718.2040758,Head Camera,2
1309,1732617718.4035954,Head Camera,2
1310,1732617718.6436603,Head Camera,2
1311,1732617718.7285209,Head Camera,2
1312,1732617718.9342964,Head Camera,2
1313,1732617719.0281827,Head Camera,2
1314,1732617719.2263975,Head Camera,2
1315,1732617719.4951413,Head Camera,2
1316,1732617719.588371,Head Camera,2
1317,1732617719.8653183,Head Camera,2
1318,1732617719.9737787,Head Camera,2
1319,1732617720.0535476,Head Camera,2
1320,1732617720.3825169,Head Camera,2
1321,1732617720.4897254,Head Camera,2
1322,1732617720.5436282,Head Camera,2
1323,1732617720.735649,Head Camera,2
1324,1732617720.9895017,Head Camera,2
1325,1732617721.217184,Head Camera,2
1326,1732617721.3031294,Head Camera,2
1327,1732617721.5633943,Head Camera,2
1328,1732617721.7184985,Head Camera,2
1329,1732617721.8575573,Head Camera,2
1330,1732617722.0955284,Head Camera,2
1331,1732617722.1991396,Head Camera,2
1332,1732617722.2618515,Head Camera,2
1333,1732617722.4552014,Head Camera,2
1334,1732617722.5037918,Head Camera,2
1335,1732617722.8525884,Head Camera,2
1336,1732617722.9819407,Head Camera,2
1337,1732617723.0831954,Head Camera,2
1338,1732617723.2118576,Head Camera,2
1339,1732617723.3023217,Head Camera,2
1340,1732617723.594658,Head Camera,2
1341,1732617723.775268,Head Camera,2
1342,1732617723.894076,Head Camera,2
1343,1732617724.1104925,Head Camera,2
1344,1732617724.2250383,Head Camera,2
1345,1732617724.4683268,Head Camera,2
1346,1732617724.556157,Head Camera,2
1347,1732617724.7679856,Head Camera,2
1348,1732617724.8631334,Head Camera,2
1349,1732617724.9385045,Head Camera,2
1350,1732617725.260268,Head Camera,2
1351,1732617725.377723,Head Camera,2
1352,1732617725.5637498,Head Camera,2
1353,1732617725.7641358,Head Camera,2
1354,1732617725.8561647,Head Camera,2
1355,1732617726.1322808,Head Camera,2
1356,1732617726.2360451,Head Camera,2
1357,1732617726.4268885,Head Camera,2
1358,1732617726.56215,Head Camera,2
1359,1732617726.7603362,Head Camera,2
1360,1732617727.0168605,Head Camera,2
1361,1732617727.1315053,Head Camera,2
1362,1732617727.262814,Head Camera,2
1363,1732617727.4252057,Head Camera,2
1364,1732617727.5650382,Head Camera,2
1365,1732617727.7974,Head Camera,2
1366,1732617727.8869362,Head Camera,2
1367,1732617727.9730833,Head Camera,2
1368,1732617728.2821047,Head Camera,2
1369,1732617728.3933382,Head Camera,2
1370,1732617728.649125,Head Camera,2
1371,1732617728.746128,Head Camera,2
1372,1732617728.8176448,Head Camera,2
1373,1732617728.9119968,Head Camera,2
1374,1732617729.0454855,Head Camera,2
1375,1732617729.4204926,Head Camera,2
1376,1732617729.5252137,Head Camera,2
1377,1732617729.686447,Head Camera,2
1378,1732617729.947544,Head Camera,2
1379,1732617730.0511568,Head Camera,2
1380,1732617730.3502038,Head Camera,2
1381,1732617730.5377774,Head Camera,2
1382,1732617730.6314087,Head Camera,2
1383,1732617730.7940462,Head Camera,2
1384,1732617730.9320798,Head Camera,2
1385,1732617731.2016923,Head Camera,2
1386,1732617731.295672,Head Camera,2
1387,1732617731.4496267,Head Camera,2
1388,1732617731.5831823,Head Camera,2
1389,1732617731.7978592,Head Camera,2
1390,1732617732.062048,Head Camera,2
1391,1732617732.1713593,Head Camera,2
1392,1732617732.393786,Head Camera,2
1393,1732617732.4995952,Head Camera,2
1394,1732617732.6229355,Head Camera,2
1395,1732617732.8626883,Head Camera,2
1396,1732617733.12336,Head Camera,2
1397,1732617733.2370837,Head Camera,2
1398,1732617733.3780236,Head Camera,2
1399,1732617733.5027544,Head Camera,2
1400,1732617733.7589085,Head Camera,2
1401,1732617733.8317032,Head Camera,2
1402,1732617733.955991,Head Camera,2
1403,1732617734.1877763,Head Camera,2
1404,1732617734.3826556,Head Camera,2
1405,1732617734.6118848,Head Camera,2
1406,1732617734.7054324,Head Camera,2
1407,1732617734.916514,Head Camera,2
1408,1732617735.008557,Head Camera,2
1409,1732617735.2484882,Head Camera,2
1410,1732617735.4808557,Head Camera,2
1411,1732617735.5655935,Head Camera,2
1412,1732617735.6988351,Head Camera,2
1413,1732617735.8357084,Head Camera,2
1414,1732617735.9160285,Head Camera,2
1415,1732617736.1767578,Head Camera,2
1416,1732617736.3731165,Head Camera,2
1417,1732617736.480037,Head Camera,2
1418,1732617736.5644195,Head Camera,2
1419,1732617736.770857,Head Camera,2
1420,1732617736.9766634,Head Camera,2
1421,1732617737.065797,Head Camera,2
1422,1732617737.138238,Head Camera,2
1423,1732617737.2069054,Head Camera,2
1424,1732617737.435892,Head Camera,2
1425,1732617737.6483111,Head Camera,2
1426,1732617737.8969398,Head Camera,2
1427,1732617738.017279,Head Camera,2
1428,1732617738.1655092,Head Camera,2
1429,1732617738.2479994,Head Camera,2
1430,1732617738.5021036,Head Camera,2
1431,1732617738.6933882,Head Camera,2
1432,1732617738.8988538,Head Camera,2
1433,1732617739.0937445,Head Camera,2
1434,1732617739.1978683,Head Camera,2
1435,1732617739.4265764,Head Camera,2
1436,1732617739.5038023,Head Camera,2
1437,1732617739.5731435,Head Camera,2
1438,1732617739.8048162,Head Camera,2
1439,1732617740.0200956,Head Camera,2
1440,1732617740.2578049,Head Camera,2
1441,1732617740.3882203,Head Camera,2
1442,1732617740.4343853,Head Camera,2
1443,1732617740.493341,Head Camera,2
1444,1732617740.591377,Head Camera,2
1445,1732617740.942911,Head Camera,2
1446,1732617741.057706,Head Camera,2
1447,1732617741.1780365,Head Camera,2
1448,1732617741.413408,Head Camera,2
1449,1732617741.5210946,Head Camera,2
1450,1732617741.8114712,Head Camera,2
1451,1732617741.9508915,Head Camera,2
1452,1732617742.0106733,Head Camera,2
1453,1732617742.0661476,Head Camera,2
1454,1732617742.1941106,Head Camera,2
1455,1732617742.5865183,Head Camera,2
1456,1732617742.688484,Head Camera,2
1457,1732617742.7632124,Head Camera,2
1458,1732617743.0089023,Head Camera,2
1459,1732617743.2081823,Head Camera,2
1460,1732617743.450299,Head Camera,2
1461,1732617743.5561771,Head Camera,2
1462,1732617743.643345,Head Camera,2
1463,1732617743.937387,Head Camera,2
1464,1732617744.0377057,Head Camera,2
1465,1732617744.2880018,Head Camera,2
1466,1732617744.379959,Head Camera,2
1467,1732617744.5288577,Head Camera,2
